# Example of input synthetic signals f and g
# f(t) [amplitude]    g(t) [amplitude]
 0.335888768137476  -0.050883614512701
 0.347871912699383  -0.062236660268604
 0.346105562753834  -0.072885067423832
 0.328921764127384  -0.082084998623899
 0.295230810936776  -0.089022022380158
 0.244645681333832  -0.092846186887413
 0.177580022673933  -0.092715990635416
 0.095311040711084  -0.087849989577678
-0.000000000000000  -0.077584034419212
-0.105334990365414  -0.061431400737812
-0.216896729488087  -0.039142415999971
-0.330237127683905  -0.010759661543448
-0.440432615260144   0.023335505891721
-0.542300308913029   0.062389455165476
-0.630645452813499   0.105259942518910
-0.700528006051316   0.150420550050678
-0.747534200910871   0.195988668123370
-0.768037628143323   0.239778629604501
-0.759434053218472   0.279380175104575
-0.720334812326279   0.312260797142208
-0.650705293700999   0.335888768137476
-0.551937623042406   0.347871912699383
-0.426850115412758   0.346105562753834
-0.279610139319460   0.328921764127384
-0.115581517321355   0.295230810936776
 0.058897821241627   0.244645681333832
 0.236797817705227   0.177580022673933
 0.410723860774369   0.095311040711084
 0.573272782704923  -0.000000000000000
 0.717397941708613  -0.105334990365414
 0.836763067098041  -0.216896729488087
 0.926064808248880  -0.330237127683905
 0.981305454457912  -0.440432615260144
 1.000000000000000  -0.542300308913029
 0.981305454457912  -0.630645452813499
 0.926064808248879  -0.700528006051316
 0.836763067098039  -0.747534200910871
 0.717397941708613  -0.768037628143323
 0.573272782704923  -0.759434053218472
 0.410723860774369  -0.720334812326279
 0.236797817705223  -0.650705293700999
 0.058897821241627  -0.551937623042406
-0.115581517321355  -0.426850115412758
-0.279610139319460  -0.279610139319460
-0.426850115412758  -0.115581517321355
-0.551937623042408   0.058897821241627
-0.650705293700999   0.236797817705227
-0.720334812326279   0.410723860774369
-0.759434053218472   0.573272782704923
-0.768037628143323   0.717397941708613
-0.747534200910870   0.836763067098041
-0.700528006051316   0.926064808248880
-0.630645452813499   0.981305454457912
-0.542300308913029  1.000000000000000
-0.440432615260144   0.981305454457912
-0.330237127683905   0.926064808248879
-0.216896729488086   0.836763067098039
-0.105334990365414   0.717397941708613
-0.000000000000000   0.573272782704923
 0.095311040711084   0.410723860774369
 0.177580022673933   0.236797817705223
 0.244645681333832   0.058897821241627
 0.295230810936776  -0.115581517321355
 0.328921764127384  -0.279610139319460
 0.346105562753834  -0.426850115412758
 0.347871912699383  -0.551937623042408
 0.335888768137476  -0.650705293700999
 0.312260797142208  -0.720334812326279
 0.279380175104575  -0.759434053218472
 0.239778629604501  -0.768037628143323
 0.195988668123370  -0.747534200910870
 0.150420550050678  -0.700528006051316
 0.105259942518910  -0.630645452813499
 0.062389455165476  -0.542300308913029
 0.023335505891721  -0.440432615260144
-0.010759661543449  -0.330237127683905
-0.039142415999972  -0.216896729488086
-0.061431400737812  -0.105334990365414
-0.077584034419212  -0.000000000000000
-0.087849989577678   0.095311040711084
-0.092715990635416   0.177580022673933
-0.092846186887413   0.244645681333832
-0.089022022380158   0.295230810936776
-0.082084998623899   0.328921764127384
-0.072885067423832   0.346105562753834
-0.062236660268604   0.347871912699383
-0.050883614512701   0.335888768137476
-0.039473544814647   0.312260797142208
-0.028541571225966   0.279380175104575
-0.018502782331888   0.239778629604501
-0.009652400946932   0.195988668123370
-0.002172338200423   0.150420550050678
 0.003857333179990   0.105259942518910
 0.008443494585798   0.062389455165476
 0.011663134080133   0.023335505891721
 0.013645844433265  -0.010759661543449
 0.014556779670984  -0.039142415999972
 0.014580953482439  -0.061431400737812
 0.013909519878557  -0.077584034419212
 0.012728438307558  -0.087849989577678
 0.011209706535693  -0.092715990635416
 0.009505155589807  -0.092846186887413
 0.007742648582516  -0.089022022380158
 0.006024412254403  -0.082084998623899
 0.004427156305174  -0.072885067423832
 0.003003598185553  -0.062236660268604
 0.001785005219447  -0.050883614512701
 0.000784385756031  -0.039473544814647
-0.000000000000000  -0.028541571225966
-0.000581087260111  -0.018502782331888
-0.000979631634921  -0.009652400946932
-0.001221171892298  -0.002172338200423
-0.001333433854349   0.003857333179990
-0.001344228071125   0.008443494585798
-0.001279851202580   0.011663134080133
-0.001163967403517   0.013645844433265
-0.001016921633893   0.014556779670984
-0.000855421222836   0.014580953482439
-0.000692514217158   0.013909519878557
-0.000537791748162   0.012728438307558
-0.000397745407456   0.011209706535693
-0.000276217974621   0.009505155589807
-0.000174895423066   0.007742648582516
-0.000093798752124   0.006024412254403
-0.000031744876355   0.004427156305174
 0.000013244195463   0.003003598185553
 0.000043595850167   0.001785005219447
 0.000061909670550   0.000784385756031
 0.000070747481802  -0.000000000000000
 0.000072485458909  -0.000581087260111
 0.000069220442818  -0.000979631634921
 0.000062721199371  -0.001221171892298
 0.000054414956981  -0.001333433854349
 0.000045399929762  -0.001344228071125
